855;11410;6;a
856;2351;4;u
857;9578;3;a
858;3525;3;u
859;1605;5;u
860;7707;3;i
861;78;6;u
862;15240;3;o
863;8393;5;i
864;924;2;u
865;8839;4;u
866;3998;4;o
867;6257;3;a
868;9051;6;o
869;2646;6;a
870;10468;6;u
871;19691;6;u
872;9631;2;o
873;19065;4;i
874;18592;6;i
875;12232;6;o
876;12525;3;i
877;507;6;i
878;8739;6;i
879;390;6;o
880;13894;4;i
881;19707;2;o
882;15920;2;o
883;3530;2;u
884;11642;6;o
885;10178;4;u
886;10246;2;u
887;1843;6;i
888;9190;2;a
889;15645;4;u
890;11785;5;i
891;1947;5;u
892;16643;5;a
893;5323;6;i
894;17848;2;i
895;7151;4;u
896;19007;4;a
897;14239;2;i
898;3816;2;a
899;11080;4;a
900;13801;5;u
901;5281;2;o
902;10432;2;o
903;12045;5;u
904;5313;2;u
905;12072;5;o
906;12697;6;a
907;12487;2;a
908;416;6;o
909;6938;5;u
910;5806;3;a
911;3563;4;i
912;10076;4;i
913;6086;2;u
914;3378;5;o
915;10520;3;o
916;19482;5;u
917;15809;6;u
918;8220;5;o
919;13874;4;o
920;9067;3;o
921;18353;4;i
922;17156;3;o
923;15176;5;u
924;1775;4;u
925;16401;5;o
926;15324;5;o
927;9000;4;a
928;14798;2;o
929;9680;6;u
930;16586;6;i
931;16504;4;o
932;7618;6;o
933;3391;5;u
934;8127;3;o
935;15805;5;u
936;6605;2;a
937;1228;3;u
938;2988;2;o
939;6614;6;o
940;6050;5;u
941;9225;5;o
942;15770;4;o
943;1363;2;o
944;16430;2;i
945;19356;5;o
946;14284;3;i
947;1910;4;u
948;8188;6;i
949;5621;4;u
950;15608;5;a
951;4840;3;i
952;6820;3;o
953;12781;6;o
954;10069;5;o
955;3366;5;u
956;4011;3;i
957;7144;3;o
958;8843;3;i
959;4161;2;a
960;7295;2;o
961;1824;6;u
962;9236;6;o
963;1104;2;u
964;5999;2;o
965;6579;2;i
966;12835;3;o
967;16242;5;o
968;8525;3;o
969;18875;2;o
970;9092;2;a
971;5518;2;o
972;9492;5;u
973;7450;2;u
974;2559;3;o
975;955;6;u
976;2612;3;a
977;11978;2;o
978;12890;2;i
979;15645;5;i
980;11119;3;a
981;5637;5;o
982;19931;3;o
983;6844;6;a
984;13310;3;i
985;7914;3;a
986;18449;6;u
987;5789;3;u
988;17878;5;u
989;6998;5;i
990;18609;4;a
991;16152;3;u
992;12839;5;o
993;7829;3;a
994;1798;2;a
995;11333;5;i
996;19641;2;i
997;6839;6;i
998;9912;3;i
999;15493;6;o
1000;19556;2;u
1001;2374;2;a
1002;5662;3;o
1003;9015;3;o
1004;16931;4;a
1005;4462;3;a
1006;1844;5;o
1007;10073;5;o
1008;4640;2;i
1009;11622;5;o
1010;5805;4;o
1011;9062;6;a
1012;8662;6;i
1013;13564;5;u
1014;2557;2;o
1015;10379;3;i
1016;12237;4;i
1017;18666;3;u
1018;8504;3;o
1019;6285;3;o
1020;2471;3;i
1021;674;4;o
1022;9904;3;a
1023;16132;2;a
1024;1695;6;o
1025;6133;2;i
1026;1069;2;o
1027;6000;6;u
1028;9065;2;o
1029;2787;6;a
1030;15332;2;o
1031;12720;3;i
1032;12156;3;o
1033;10746;6;i
1034;1683;6;i
1035;3645;3;i
1036;2918;6;o
1037;18902;3;a
1038;9436;2;a
1039;6239;2;a
1040;5531;2;o
1041;9659;2;a
1042;14875;2;o
1043;17792;6;o
1044;15545;5;u
1045;4522;6;a
1046;12571;6;a
1047;5806;6;o
1048;13215;6;u
1049;19612;3;u
1050;19244;5;u
1051;17655;2;o
1052;4957;2;o
1053;16781;4;o
1054;19695;4;o
1055;18825;5;a
1056;4916;3;a
1057;10518;3;u
1058;11230;3;i
1059;6950;4;i
1060;1878;5;a
1061;3684;6;u
1062;17614;5;i
1063;1828;5;a
1064;2537;2;i
1065;3977;5;i
1066;3955;2;u
1067;3750;6;i
1068;9798;2;o
1069;5080;2;u
1070;14868;2;o
1071;15404;2;o
1072;18684;5;a
1073;6387;4;a
1074;15575;4;o
1075;165;3;o
1076;17830;6;i
1077;11349;3;a
1078;15361;4;a
1079;89;3;o
1080;10602;6;u
1081;1674;4;i
1082;1305;2;o
1083;6036;4;a
1084;18931;3;o
1085;14225;2;i
1086;17368;4;o
1087;19912;2;i
1088;11344;2;o
1089;17162;3;o
1090;11363;6;o
1091;18644;4;o
1092;8654;4;u
1093;1055;3;a
1094;11081;5;o
1095;1407;4;i
1096;18964;3;o
1097;16437;5;i
1098;158;2;o
1099;14804;5;i
1100;18797;4;i
1101;4612;2;o
1102;16683;5;o
1103;18108;3;a
1104;11427;5;o
1105;12161;3;a
1106;9300;2;i
1107;5073;2;a
1108;11464;5;u
1109;17144;6;u
1110;12034;4;a
1111;12316;6;o
1112;3354;4;a
1113;4390;2;a
1114;12237;4;a
1115;2790;2;u
1116;7618;6;o
1117;18619;6;u
1118;18358;2;o
1119;2244;4;o
1120;6247;3;i
1121;3690;4;o
1122;16814;5;a
1123;5848;2;i
1124;14363;3;u
1125;18926;2;i
1126;9536;6;i
1127;17428;6;o
1128;2456;2;o
1129;14702;6;u
1130;4124;2;o
1131;5888;4;i
1132;12892;5;i
1133;16023;3;i
1134;16411;4;o
1135;10555;6;o
1136;1801;5;i
1137;13437;4;a
1138;8269;2;a
1139;14021;3;a
1140;13089;2;o
1141;8226;2;o
1142;7885;4;u
1143;6005;5;o
1144;18780;3;u
1145;15379;4;o
1146;6065;2;o
1147;14864;3;u
1148;2631;6;a
1149;7087;3;o
1150;17985;5;i
1151;12079;2;o
1152;15586;4;o
1153;454;4;o
1154;17128;5;u
1155;7179;3;o
1156;12545;6;o
1157;4325;5;i
1158;6343;2;o
1159;17104;6;u
1160;10649;2;o
1161;2593;6;a
1162;4520;5;o
1163;19526;6;u
1164;3774;5;a
1165;17385;2;o
1166;4427;2;a
1167;17253;4;o
1168;9402;5;i
1169;2996;4;o
1170;6225;4;a
1171;16159;6;o
1172;2561;3;i
1173;13300;6;a
1174;3256;3;a
1175;11461;2;a
1176;10832;4;i
1177;14046;2;o
1178;6359;2;o
1179;13428;4;i
1180;18657;2;a
1181;13716;6;o
1182;3693;5;i
1183;4217;4;a
1184;4374;4;u
1185;8187;6;a
1186;1978;6;u
1187;6814;3;o
1188;11250;5;o
1189;1782;2;o
1190;17682;3;o
1191;8483;3;o
1192;13759;6;i
1193;19209;6;o
1194;12549;6;u
1195;12377;5;o
1196;6187;2;i
1197;10345;2;i
1198;8781;5;i
1199;9346;6;u
1200;3946;3;i
1201;17258;3;i
1202;9733;4;a
1203;3110;3;o
1204;6825;4;o
1205;11618;4;o
1206;4836;4;i
1207;2343;6;o
1208;11590;5;a
1209;3485;6;i
1210;14654;6;i
1211;13168;3;a
1212;17604;6;o
1213;3034;2;o
1214;16407;3;i
1215;7853;3;u
1216;13238;4;o
1217;9764;5;u
1218;4505;3;u
1219;18167;2;o
1220;4965;3;o
1221;9650;4;o
1222;16907;5;o
1223;2730;2;u
1224;14407;2;o
1225;12838;5;i
1226;13315;3;i
1227;7138;2;a
1228;19884;3;i
1229;13390;2;u
1230;7872;2;o
1231;14860;4;u
1232;19126;4;o
1233;11297;4;u
1234;17358;6;o
1235;9230;6;o
1236;17740;5;a
1237;2485;6;u
1238;2106;4;o
1239;18478;2;a
1240;6376;5;a
1241;19629;3;a
1242;14453;2;o
1243;11113;3;i
1244;10103;3;u
1245;2682;3;o
1246;17839;6;a
1247;4098;2;o
1248;6315;6;o
1249;115;5;o
1250;9518;5;i
1251;18794;3;u
1252;77;4;i
1253;19443;5;o
1254;17584;3;o
1255;7133;5;a
1256;9546;2;o
1257;16723;4;o
1258;4165;5;o
1259;6352;4;u
1260;4294;5;i
1261;15437;4;a
1262;540;2;o
1263;11267;6;o
1264;13585;5;i
1265;5685;6;o
1266;3022;2;i
1267;15655;4;a
1268;15951;2;o
1269;12537;4;a
1270;19035;5;a
1271;2393;2;u
1272;18138;5;o
1273;5798;2;u
1274;2359;3;o
1275;12099;5;i
1276;1345;4;o
1277;1720;3;i
1278;1894;2;o
1279;13089;4;o
1280;3528;3;i
1281;1394;5;i
1282;6124;6;o
1283;17326;5;a
1284;4358;4;a
1285;19272;2;u
1286;659;4;i
1287;13723;3;o
1288;15920;6;a
1289;7436;5;u
1290;8978;2;u
1291;8608;3;a
1292;2040;4;i
1293;13683;3;a
1294;8419;2;o
1295;10632;5;o
1296;18734;3;o
1297;3708;6;o
1298;16755;4;o
1299;143;4;o
1300;2068;5;u
1301;4662;4;i
1302;12947;5;o
1303;16921;4;i
1304;13978;3;i
1305;13808;4;a
1306;13663;4;u
1307;3070;2;i
1308;12396;6;a
1309;1889;3;o
1310;4861;4;u
1311;18177;6;o
1312;5792;3;o
1313;6656;3;i
1314;4460;2;u
1315;921;5;o
1316;98;3;o
1317;18947;6;u
1318;10788;2;u
1319;2301;2;u
1320;1767;3;o
1321;11539;6;o
1322;1566;6;o
1323;4558;3;u
1324;15024;4;o
1325;14983;6;a
1326;14027;2;u
1327;4254;5;u
1328;19593;3;i
1329;4613;3;i
1330;9676;2;o
1331;2500;3;a
1332;9579;4;u
1333;1085;5;u
1334;11464;3;a
1335;305;4;o
1336;17582;2;a
1337;19856;2;o
1338;1814;4;a
1339;6485;6;o
1340;5958;2;o
1341;2822;4;o
1342;6085;4;o
1343;7980;2;i
1344;19838;3;a
1345;9978;5;u
1346;15815;3;i
1347;14600;2;a
1348;12342;2;u
1349;15912;3;a
1350;13826;3;o
1351;1272;2;o
1352;1158;4;i
1353;4220;6;u
1354;6874;5;a
1355;3097;4;a
1356;5836;3;o
1357;7301;5;u
1358;7700;6;o
1359;18325;2;o
1360;4257;5;i
1361;1020;5;i
1362;12418;5;o
1363;5605;5;o
1364;1365;5;u
1365;18498;6;i
1366;3544;3;i
1367;19582;4;a
1368;17914;5;u
1369;2726;3;o
1370;14231;6;o
1371;4853;6;i
1372;19733;6;o
1373;7254;4;o
1374;17013;6;u
1375;8547;2;o
1376;18923;5;a
1377;5889;6;a
1378;12365;2;o
1379;5169;4;o
1380;19160;4;o
1381;19783;2;o
1382;1161;4;u
1383;13751;4;i
1384;6784;2;u
1385;8827;5;o
1386;13714;4;a
1387;13978;3;o
1388;3157;6;o
1389;4413;4;u
1390;5923;3;a
1391;17753;3;i
1392;7401;6;a
1393;15471;3;u
1394;18474;3;i
1395;14399;5;a
1396;13979;5;u
1397;17005;2;o
1398;15506;4;u
1399;17234;4;o
1400;15733;4;o
1401;15205;5;i
1402;14563;6;a
1403;700;4;u
1404;19831;6;o
1405;19532;3;o
1406;16503;2;o
1407;7989;2;u
1408;13664;3;u
1409;14880;4;i
1410;528;3;i
1411;9890;6;o
1412;19279;6;o
1413;2501;3;o
1414;8005;4;a
1415;1722;3;i
1416;2281;4;o
1417;4473;4;u
1418;5248;4;i
1419;15377;5;a
1420;17951;2;o
1421;16315;4;o
1422;4493;4;a
1423;16608;6;u
1424;17334;2;o
1425;5902;5;a
1426;18565;2;o
1427;2486;2;i
1428;14574;4;o
1429;6978;2;i
1430;17386;6;u
1431;4790;2;o
1432;7591;3;o
1433;15025;2;o
1434;1271;5;a
1435;2731;4;a
1436;15256;6;i
1437;12627;6;u
1438;6154;5;o
1439;15266;5;o
1440;18428;5;u
1441;12676;3;o
1442;16124;5;o
1443;12760;3;u
1444;6941;5;u
1445;3364;3;i
1446;6106;6;o
1447;14167;6;a
1448;17991;2;i
1449;10037;2;i
1450;4281;4;a
1451;17880;4;u
1452;15471;5;o
1453;19539;3;o
1454;17667;6;o
1455;14814;3;a
1456;5763;6;i
1457;5677;4;o
1458;2886;2;o
1459;4168;4;u
1460;17587;3;o
1461;9902;3;u
1462;17051;2;o
1463;3323;3;a
1464;3800;5;i
1465;4848;3;o
1466;6268;3;o
1467;13089;4;o
1468;19699;3;u
1469;14511;2;i
1470;330;2;a
1471;16889;5;a
1472;2563;3;u
1473;7811;4;a
1474;18906;4;o
1475;13388;3;i
1476;12398;4;o
1477;16608;2;u
1478;5963;4;o
1479;12410;4;o
1480;4513;5;o
1481;1763;5;i
1482;2140;6;o
1483;13180;2;u
1484;15056;2;o
1485;8432;4;o
1486;3846;2;i
1487;8710;2;o
1488;7498;4;u
1489;6439;6;a
1490;6298;4;o
1491;18346;5;i
1492;9549;5;i
1493;18177;4;u
1494;2061;3;i
1495;7169;3;u
1496;9182;5;o
1497;5896;6;u
1498;7237;6;i
1499;3868;2;i
1500;14555;3;u
1501;4532;3;a
1502;5027;4;o
1503;8136;3;o
1504;11797;2;o
